id,amount,fee,target_feerate,real_feerate,algorithm,input_count,negative_effective_valued_utxos,output_count,change_amount,utxo_count_before_payment,utxo_count_after_payment,waste_score
2362,10619244300,,15.817,,failed,,11,,,633,633,
2363,10619814300,,20.127,,failed,,11,,,633,633,
2364,10623314300,,12.831,,failed,,11,,,636,636,
2365,10625924300,,20.389,,failed,,11,,,642,642,
2366,10626834300,,16.907999,,failed,,11,,,646,646,
2367,10654834300,,18.578,,failed,,11,,,646,646,
2368,11201771000,,16.808,,failed,,11,,,646,646,
2369,11203381000,,16.531,,failed,,11,,,646,646,
2370,11214891000,,16.675001,,failed,,11,,,646,646,
2371,11224891000,,19.09,,failed,,11,,,649,649,
2372,11225901000,,12.449,,failed,,11,,,649,649,
2373,11226271000,,12.827,,failed,,11,,,649,649,
2374,11228271000,,16.547,,failed,,11,,,649,649,
2375,11228371000,,18.471,,failed,,11,,,651,651,
2376,11228471000,,5.794,,failed,,11,,,652,652,
2377,11230471000,,3.221,,failed,,11,,,652,652,
2378,11232381000,,5.433,,failed,,11,,,652,652,
2379,11234381000,,10.115,,failed,,11,,,654,654,
2380,11238691000,,4.712,,failed,,11,,,656,656,
2381,11242691000,,15.844,,failed,,11,,,656,656,
2382,11252691000,,30.512,,failed,,11,,,656,656,
2383,11254691000,,31.107998,,failed,,11,,,656,656,
2384,11254891000,,61.489002,,failed,,12,,,660,660,
2385,11255011000,,99.37,,failed,,12,,,661,661,
2386,11258249400,,94.015,,failed,,12,,,661,661,
2387,11258402000,,97.336,,failed,,12,,,662,662,
2388,11259012000,,96.578,,failed,,12,,,662,662,
2389,11260722000,,94.109,,failed,,12,,,663,663,
2390,11260762000,,51.533,,failed,,11,,,665,665,
2391,11262272000,,29.292002,,failed,,11,,,665,665,
2392,11266343000,,50.508,,failed,,11,,,667,667,
2393,11356368500,,89.143,,failed,,12,,,674,674,
2394,11361378500,,42.3,,failed,,11,,,675,675,
2395,11363578500,,36.592,,failed,,11,,,675,675,
2396,11393578500,,43.977,,failed,,11,,,677,677,
2397,11564064300,,39.534,,failed,,11,,,677,677,
2398,11565084300,,103.088005,,failed,,12,,,685,685,
2399,11566084300,,78.387,,failed,,12,,,686,686,
2400,11567732500,,78.774,,failed,,12,,,686,686,
2401,11587732500,,115.449005,,failed,,12,,,686,686,
2402,11589824700,,141.982,,failed,,12,,,686,686,
2403,11591824700,,128.02899,,failed,,12,,,687,687,
2404,11593824700,,127.828995,,failed,,12,,,692,692,
2405,11594144700,,130.697,,failed,,12,,,692,692,
2406,11596144700,,181.687,,failed,,13,,,699,699,
2407,11646144700,,167.911,,failed,,12,,,701,701,
2408,11656144700,,86.536,,failed,,12,,,701,701,
2409,11657144700,,66.242,,failed,,12,,,701,701,
2410,11687154700,,62.486,,failed,,12,,,701,701,
2411,11697154700,,76.993004,,failed,,12,,,711,711,
2412,11707154700,,73.363,,failed,,12,,,711,711,
2413,11707204700,,91.159,,failed,,12,,,712,712,
2414,11708204700,,91.462,,failed,,12,,,712,712,
2415,11808204700,,74.893,,failed,,12,,,713,713,
2416,11808264700,,104.51199,,failed,,12,,,713,713,
2417,11818264700,,116.731995,,failed,,12,,,713,713,
2418,11820264700,,41.511,,failed,,11,,,723,723,
2419,11820664700,,42.388,,failed,,11,,,723,723,
2420,11827073200,,55.216003,,failed,,12,,,723,723,
2421,11847083200,,42.058002,,failed,,11,,,727,727,
2422,11847103200,,44.510002,,failed,,11,,,733,733,
2423,11877103200,,41.336998,,failed,,11,,,733,733,
2424,11877353200,,32.549,,failed,,11,,,737,737,
2425,11880753200,,29.836,,failed,,11,,,738,738,
2426,11882053200,,59.120003,,failed,,12,,,745,745,
2427,11939973600,,28.404,,failed,,11,,,746,746,
2428,11941983600,,19.153,,failed,,11,,,753,753,
2429,11943483600,,22.654,,failed,,11,,,753,753,
2430,11950304900,,28.141,,failed,,11,,,753,753,
2431,11952514900,,31.948,,failed,,11,,,753,753,
2432,11955424900,,27.762001,,failed,,11,,,753,753,
2433,11967635200,,16.048,,failed,,11,,,757,757,
2434,11968635200,,14.973,,failed,,11,,,759,759,
2435,11969635200,,13.2560005,,failed,,11,,,761,761,
2436,11971645200,,20.259,,failed,,11,,,761,761,
2437,11996645200,,6.901,,failed,,11,,,764,764,
2438,11996675200,,6.9909997,,failed,,11,,,764,764,
2439,12021675200,,16.145,,failed,,11,,,764,764,
2440,12021875200,,9.865,,failed,,11,,,770,770,
2441,12022075200,,15.655,,failed,,11,,,770,770,
2442,12032278700,,14.448,,failed,,11,,,778,778,
2443,12035778700,,34.339,,failed,,11,,,781,781,
2444,12036788700,,10.908999,,failed,,11,,,788,788,
2445,12036998700,,7.3230004,,failed,,11,,,789,789,
2446,12037208700,,5.1150002,,failed,,11,,,789,789,
2447,12037713000,,6.346,,failed,,11,,,790,790,
2448,12037923000,,10.291,,failed,,11,,,791,791,
2449,12137953000,,7.2609997,,failed,,11,,,793,793,
2450,12138084000,,1.638,,failed,,11,,,793,793,
2451,12148094000,,3.21,,failed,,11,,,794,794,
2452,12158094000,,18.952,,failed,,11,,,796,796,
2453,12158144000,,30.366,,failed,,11,,,796,796,
2454,12169067100,,23.485,,failed,,11,,,798,798,
2455,12169177100,,24.061998,,failed,,11,,,798,798,
2456,12269187100,,25.464,,failed,,11,,,800,800,
2457,12358351000,,18.542,,failed,,11,,,807,807,
2458,12458361000,,5.882,,failed,,11,,,807,807,
2459,12462371000,,8.369,,failed,,11,,,807,807,
2460,12467381000,,16.792,,failed,,11,,,813,813,
2461,12467441000,,13.774,,failed,,11,,,813,813,
2462,12467951000,,12.868,,failed,,11,,,815,815,
2463,12477951000,,27.451,,failed,,11,,,817,817,
2464,12478051000,,22.984001,,failed,,11,,,817,817,
2465,12478701200,,19.472,,failed,,11,,,817,817,
2466,12479201200,,19.969,,failed,,11,,,817,817,
2467,12479364900,,23.13,,failed,,11,,,818,818,
2468,12480664900,,9.562,,failed,,11,,,819,819,
2469,12497784900,,3.803,,failed,,11,,,824,824,
2470,12507784900,,16.412,,failed,,11,,,833,833,
2471,12510484900,,1.9519999,,failed,,11,,,835,835,
2472,12510684900,,3.105,,failed,,11,,,835,835,
2473,12510726400,,1.0,,failed,,11,,,840,840,
2474,12513036400,,1.723,,failed,,11,,,845,845,
2475,12515046400,,1.77,,failed,,11,,,852,852,
2476,12525547800,,8.907001,,failed,,11,,,868,868,
2477,12535602900,,8.902,,failed,,11,,,872,872,
2478,12536334000,,19.032999,,failed,,11,,,875,875,
2479,12538334000,,29.066002,,failed,,11,,,882,882,
2480,12548334000,,14.559001,,failed,,11,,,883,883,
2481,12558334000,,12.384,,failed,,11,,,883,883,
2482,12564334000,,12.835,,failed,,11,,,886,886,
2483,12584334000,,11.373,,failed,,11,,,886,886,
2484,12590334000,,18.01,,failed,,11,,,890,890,
2485,12600334000,,10.631,,failed,,11,,,890,890,
2486,12602244000,,13.357,,failed,,11,,,892,892,
2487,12604454000,,14.143001,,failed,,11,,,892,892,
2488,12604721200,,14.149,,failed,,11,,,892,892,
2489,12724731200,,7.1510005,,failed,,11,,,895,895,
2490,12824741200,,17.343,,failed,,11,,,896,896,
2491,12844751200,,32.87,,failed,,11,,,896,896,
2492,12844951200,,74.619,,failed,,13,,,902,902,
2493,12845358200,,62.553997,,failed,,12,,,908,908,
2494,12895368200,,51.051,,failed,,11,,,908,908,
2495,12895482100,,1.878,,failed,,11,,,916,916,
2496,12990250900,,5.665,,failed,,11,,,916,916,
2497,13190685900,,1.72,,failed,,11,,,920,920,
2498,13190885900,,2.03,,failed,,11,,,920,920,
2499,13210895900,,16.34,,failed,,11,,,922,922,
2500,13214895900,,10.834,,failed,,11,,,925,925,
2501,13314995900,,4.9049997,,failed,,11,,,925,925,
2502,13315705900,,27.980001,,failed,,11,,,928,928,
2503,13316325900,,26.838001,,failed,,11,,,928,928,
2504,13323178600,,19.422,,failed,,11,,,928,928,
2505,13324188900,,9.735,,failed,,11,,,928,928,
2506,13329198900,,44.257,,failed,,11,,,935,935,
2507,13333198900,,67.417,,failed,,13,,,937,937,
2508,13353208900,,96.47,,failed,,13,,,940,940,
2509,13353577500,,103.899,,failed,,13,,,940,940,
2510,13355077500,,181.882,,failed,,14,,,946,946,
2511,13510485300,,177.757,,failed,,13,,,948,948,
2512,13511572200,,65.435,,failed,,13,,,955,955,
2513,13511622200,,48.731,,failed,,11,,,958,958,
2514,13544622200,,27.898998,,failed,,11,,,958,958,
2515,13544692200,,12.266,,failed,,11,,,958,958,
2516,13564692200,,20.796,,failed,,11,,,961,961,
2517,13615212200,,19.833,,failed,,11,,,961,961,
2518,13647771100,,18.223999,,failed,,11,,,961,961,
2519,13667781100,,17.046999,,failed,,11,,,961,961,
2520,13672931100,,29.932001,,failed,,11,,,971,971,
2521,13702931100,,19.998,,failed,,11,,,972,972,
2522,13703033200,,15.290999,,failed,,11,,,972,972,
2523,13773033200,,13.386999,,failed,,11,,,972,972,
2524,13986739200,,16.239,,failed,,11,,,972,972,
2525,14006739200,,22.581999,,failed,,11,,,979,979,
2526,14006759200,,25.307,,failed,,11,,,979,979,
2527,14006779200,,34.076,,failed,,11,,,979,979,
2528,14007089200,,36.809,,failed,,11,,,983,983,
2529,14009599200,,57.467,,failed,,12,,,984,984,
2530,14011909200,,61.398,,failed,,12,,,984,984,
2531,14012637400,,78.26,,failed,,14,,,993,993,
2532,14012948300,,148.765,,failed,,14,,,995,995,
2533,14014948300,,147.423,,failed,,14,,,996,996,
2534,14018997700,,139.169,,failed,,14,,,1000,1000,
2535,14019017700,,117.614006,,failed,,14,,,1004,1004,
2536,14019497700,,124.548004,,failed,,14,,,1004,1004,
2537,14021608700,,112.799995,,failed,,14,,,1009,1009,
2538,14022712900,,130.518,,failed,,14,,,1011,1011,
2539,14022822900,,100.184,,failed,,14,,,1016,1016,
2540,14024332900,,87.737,,failed,,14,,,1017,1017,
2541,14039332900,,80.778,,failed,,14,,,1017,1017,
2542,14041332900,,80.739006,,failed,,14,,,1017,1017,
2543,14042833900,,79.512,,failed,,14,,,1025,1025,
2544,14042860500,,24.36,,failed,,11,,,1032,1032,
2545,14043470500,,35.425,,failed,,11,,,1032,1032,
2546,14043490500,,62.733997,,failed,,12,,,1037,1037,
2547,14068490500,,58.269,,failed,,12,,,1041,1041,
2548,14164015000,,104.43,,failed,,14,,,1048,1048,
2549,14165015000,,101.163,,failed,,14,,,1048,1048,
2550,14166515000,,64.211,,failed,,12,,,1053,1053,
2551,14171958500,,63.282,,failed,,12,,,1053,1053,
2552,14175968500,,53.618,,failed,,12,,,1054,1054,
2553,14177468500,,51.038998,,failed,,11,,,1054,1054,
2554,14181001100,,90.895,,failed,,14,,,1056,1056,
2555,14185811100,,123.676,,failed,,14,,,1057,1057,
2556,14188321100,,104.547005,,failed,,14,,,1058,1058,
2557,14198750600,,251.486,,failed,,17,,,1061,1061,
2558,14198892800,,294.225,,failed,,17,,,1062,1062,
2559,14198961600,,278.071,,failed,,17,,,1062,1062,
2560,14199341600,,271.012,,failed,,17,,,1062,1062,
2561,14199451600,,286.304,,failed,,17,,,1062,1062,
2562,14214451600,,296.599,,failed,,17,,,1062,1062,
2563,14218851600,,293.733,,failed,,17,,,1062,1062,
2564,14218971600,,230.688,,failed,,16,,,1063,1063,
2565,14334071600,,113.413,,failed,,14,,,1066,1066,
2566,14336980200,,69.982,,failed,,14,,,1071,1071,
2567,14349414500,,51.013,,failed,,11,,,1073,1073,
2568,14350414500,,42.358,,failed,,11,,,1073,1073,
2569,14380424500,,34.509,,failed,,11,,,1074,1074,
2570,14380594500,,50.653,,failed,,11,,,1074,1074,
2571,14381004500,,113.562004,,failed,,14,,,1082,1082,
2572,14381114500,,70.672,,failed,,14,,,1085,1085,
2573,14381326900,,67.93301,,failed,,14,,,1085,1085,
2574,14381436900,,59.851,,failed,,12,,,1085,1085,
2575,14382836900,,59.389004,,failed,,12,,,1085,1085,
2576,14383846900,,52.635,,failed,,11,,,1088,1088,
2577,14383946900,,38.364,,failed,,11,,,1088,1088,
2578,14399587200,,51.378,,failed,,11,,,1088,1088,
2579,14401687200,,122.621,,failed,,14,,,1091,1091,
2580,14431697200,,115.462,,failed,,14,,,1091,1091,
2581,14432697200,,116.063,,failed,,14,,,1091,1091,
2582,14435717200,,99.066,,failed,,14,,,1092,1092,
2583,14456177200,,108.565994,,failed,,14,,,1094,1094,
2584,14460677200,,70.348,,failed,,14,,,1094,1094,
2585,14461883000,,76.207,,failed,,14,,,1094,1094,
2586,14466683000,,82.090996,,failed,,14,,,1094,1094,
2587,14467001300,,1.1389999,,failed,,11,,,1094,1094,
2588,14469401300,,6.764,,failed,,11,,,1099,1099,
2589,14470111300,,2.7419999,,failed,,11,,,1099,1099,
2590,14470131300,,7.933,,failed,,11,,,1099,1099,
2591,14471131300,,6.2320004,,failed,,11,,,1099,1099,
2592,14471351300,,6.222,,failed,,11,,,1099,1099,
2593,14472851300,,2.7879999,,failed,,11,,,1099,1099,
2594,14474351300,,9.401,,failed,,11,,,1102,1102,
2595,14484361300,,7.884,,failed,,11,,,1102,1102,
2596,14484511300,,10.103,,failed,,11,,,1113,1113,
2597,14486011300,,8.056999,,failed,,11,,,1113,1113,
2598,14487511300,,8.31,,failed,,11,,,1114,1114,
2599,14487531300,,2.736,,failed,,11,,,1117,1117,
2600,14489631300,,5.971,,failed,,11,,,1122,1122,
2601,14489651300,,15.817,,failed,,11,,,1122,1122,
2602,14574051200,,20.127,,failed,,11,,,1122,1122,
2603,14575651200,,12.831,,failed,,11,,,1125,1125,
2604,14575671200,,17.907,,failed,,11,,,1126,1126,
2605,14577171200,,22.791,,failed,,11,,,1126,1126,
2606,14578671200,,24.16,,failed,,11,,,1126,1126,
2607,14580271200,,27.934,,failed,,11,,,1126,1126,
2608,14581971200,,25.222,,failed,,11,,,1126,1126,
2609,15233199200,,25.26,,failed,,11,,,1128,1128,
2610,15243199200,,16.531,,failed,,11,,,1133,1133,
2611,15263199200,,24.157999,,failed,,11,,,1136,1136,
2612,15265699200,,16.547,,failed,,11,,,1139,1139,
2613,15265749600,,5.794,,failed,,11,,,1143,1143,
2614,15266469600,,2.2680001,,failed,,11,,,1149,1149,
2615,15268969600,,15.844,,failed,,11,,,1150,1150,
2616,15275969600,,39.072,,failed,,11,,,1153,1153,
2617,15277309600,,35.509,,failed,,11,,,1153,1153,
2618,15277555600,,99.37,,failed,,14,,,1156,1156,
2619,15307565600,,94.015,,failed,,14,,,1156,1156,
2620,15397565600,,92.398,,failed,,14,,,1156,1156,
2621,15401065600,,90.717,,failed,,14,,,1161,1161,
2622,15421085600,,29.292002,,failed,,11,,,1162,1162,
2623,15421644700,,33.519,,failed,,11,,,1162,1162,
2624,15422165800,,39.329002,,failed,,11,,,1162,1162,
2625,15422227400,,50.722,,failed,,11,,,1163,1163,
2626,15422247400,,54.847,,failed,,12,,,1163,1163,
2627,15422267400,,50.031,,failed,,11,,,1163,1163,
2628,15422832100,,63.805004,,failed,,12,,,1165,1165,
2629,15423332100,,92.840004,,failed,,14,,,1165,1165,
2630,15423432100,,89.143,,failed,,14,,,1165,1165,
2631,15423993000,,42.3,,failed,,11,,,1166,1166,
2632,15426493000,,36.592,,failed,,11,,,1166,1166,
2633,15427156000,,35.674,,failed,,11,,,1166,1166,
2634,15428096000,,43.977,,failed,,11,,,1167,1167,
2635,15428596000,,39.534,,failed,,11,,,1167,1167,
2636,15429121200,,46.623,,failed,,11,,,1167,1167,
2637,15430621200,,51.652,,failed,,11,,,1167,1167,
2638,15431636900,,42.419,,failed,,11,,,1167,1167,
2639,15436110400,,78.387,,failed,,14,,,1174,1174,
2640,15437670000,,78.774,,failed,,14,,,1174,1174,
2641,15437838500,,128.02899,,failed,,14,,,1177,1177,
2642,15438420100,,119.4,,failed,,14,,,1181,1181,
2643,15438520100,,127.828995,,failed,,14,,,1181,1181,
2644,15438840100,,119.33,,failed,,14,,,1184,1184,
2645,15440940100,,131.45401,,failed,,14,,,1184,1184,
2646,15443055300,,181.687,,failed,,16,,,1187,1187,
2647,15444575300,,167.911,,failed,,14,,,1189,1189,
2648,15452349000,,86.536,,failed,,14,,,1189,1189,
2649,15453210400,,62.661,,failed,,12,,,1195,1195,
2650,15454675700,,75.686005,,failed,,14,,,1198,1198,
2651,15455985700,,76.993004,,failed,,14,,,1199,1199,
2652,15458990200,,73.363,,failed,,14,,,1199,1199,
2653,15461256600,,93.607,,failed,,14,,,1199,1199,
2654,15462534300,,91.462,,failed,,14,,,1200,1200,
2655,15463692100,,80.188995,,failed,,14,,,1200,1200,
2656,15466192100,,74.893,,failed,,14,,,1200,1200,
2657,15466242100,,104.51199,,failed,,14,,,1200,1200,
2658,15470242100,,116.731995,,failed,,14,,,1200,1200,
2659,15471452100,,131.373,,failed,,14,,,1200,1200,
2660,15473662100,,124.70999,,failed,,14,,,1200,1200,
2661,15475040400,,75.631004,,failed,,14,,,1202,1202,
2662,15675050400,,62.571,,failed,,12,,,1202,1202,
2663,15676060400,,63.053,,failed,,12,,,1202,1202,
2664,15677571000,,57.884,,failed,,12,,,1204,1204,
2665,15692571000,,41.511,,failed,,11,,,1204,1204,
2666,15694073700,,42.388,,failed,,11,,,1204,1204,
2667,15694111200,,55.216003,,failed,,12,,,1204,1204,
2668,15724121200,,58.569004,,failed,,12,,,1204,1204,
2669,15724640400,,48.905,,failed,,11,,,1205,1205,
2670,15737190400,,41.597,,failed,,11,,,1208,1208,
2671,15741200400,,45.521,,failed,,11,,,1208,1208,
2672,15742210400,,54.736,,failed,,12,,,1208,1208,
2673,15761400400,,29.904,,failed,,11,,,1217,1217,
2674,15762598300,,32.732998,,failed,,11,,,1219,1219,
2675,15767378700,,32.493,,failed,,11,,,1220,1220,
2676,15774312000,,24.019,,failed,,11,,,1220,1220,
2677,15774622000,,63.631996,,failed,,12,,,1221,1221,
2678,15775331000,,48.939,,failed,,11,,,1222,1222,
2679,15777431000,,42.81,,failed,,11,,,1225,1225,
2680,15787989000,,42.192,,failed,,11,,,1225,1225,
2681,15800989000,,30.319,,failed,,11,,,1227,1227,
2682,15801209000,,19.153,,failed,,11,,,1227,1227,
2683,15801429000,,22.654,,failed,,11,,,1227,1227,
2684,15801649000,,28.141,,failed,,11,,,1227,1227,
2685,15801873200,,16.048,,failed,,11,,,1233,1233,
2686,15804551900,,16.091,,failed,,11,,,1233,1233,
2687,15808651900,,18.036001,,failed,,11,,,1233,1233,
2688,16115167100,,6.028,,failed,,11,,,1235,1235,
2689,16115766200,,19.878,,failed,,11,,,1237,1237,
2690,16115866200,,20.195,,failed,,11,,,1237,1237,
2691,16125866200,,20.332,,failed,,11,,,1237,1237,
2692,16130866200,,6.901,,failed,,11,,,1237,1237,
2693,16136606700,,6.9909997,,failed,,11,,,1237,1237,
2694,16136662600,,17.784,,failed,,11,,,1239,1239,
2695,16139762600,,8.41,,failed,,11,,,1239,1239,
2696,16145062600,,7.447,,failed,,11,,,1239,1239,
2697,16155062600,,15.655,,failed,,11,,,1242,1242,
2698,16155372600,,16.411,,failed,,11,,,1244,1244,
2699,16160372600,,11.355,,failed,,11,,,1245,1245,
2700,16160492600,,16.903,,failed,,11,,,1245,1245,
2701,16160692600,,15.896999,,failed,,11,,,1245,1245,
2702,16160892600,,17.493,,failed,,11,,,1245,1245,
2703,16163202900,,14.448,,failed,,11,,,1245,1245,
2704,16169202900,,18.279,,failed,,11,,,1245,1245,
2705,16201342900,,13.419001,,failed,,11,,,1245,1245,
2706,16201552900,,19.105999,,failed,,11,,,1245,1245,
2707,16203802900,,34.339,,failed,,11,,,1245,1245,
2708,16206802900,,19.151,,failed,,11,,,1245,1245,
2709,16210394900,,18.809,,failed,,11,,,1245,1245,
2710,16213694900,,3.086,,failed,,11,,,1248,1248,
2711,16216194900,,4.741,,failed,,11,,,1248,1248,
2712,16217194900,,17.158,,failed,,11,,,1249,1249,
2713,16217310200,,1.163,,failed,,11,,,1251,1251,
2714,16217840800,,6.346,,failed,,11,,,1251,1251,
2715,16317808200,,10.316,,failed,,11,,,1251,1251,
2716,16318018200,,14.311,,failed,,11,,,1253,1253,
2717,16318928800,,7.2609997,,failed,,11,,,1253,1253,
2718,16331928800,,1.638,,failed,,11,,,1253,1253,
2719,16332928800,,6.3719997,,failed,,11,,,1255,1255,
2720,16412928800,,9.354,,failed,,11,,,1255,1255,
2721,16414041000,,18.952,,failed,,11,,,1255,1255,
2722,16419041000,,30.248999,,failed,,11,,,1256,1256,
2723,16674494100,,27.828,,failed,,11,,,1260,1260,
2724,16675527200,,26.182999,,failed,,11,,,1264,1264,
2725,16680737200,,20.642,,failed,,11,,,1270,1270,
2726,16680837200,,15.024,,failed,,11,,,1271,1271,
2727,16686347200,,13.774,,failed,,11,,,1275,1275,
2728,16686757200,,18.741999,,failed,,11,,,1276,1276,
2729,16687757200,,12.868,,failed,,11,,,1276,1276,
2730,16687882100,,19.472,,failed,,11,,,1280,1280,
2731,16935657900,,19.969,,failed,,11,,,1280,1280,
2732,16938225700,,25.126,,failed,,11,,,1280,1280,
2733,17207421300,,10.241,,failed,,11,,,1281,1281,
2734,17207631300,,5.459,,failed,,11,,,1282,1282,
2735,17207741300,,1.8520001,,failed,,11,,,1285,1285,
2736,17207881300,,3.803,,failed,,11,,,1285,1285,
2737,17207991300,,4.744,,failed,,11,,,1289,1289,
2738,17208111300,,4.432,,failed,,11,,,1289,1289,
2739,17208611300,,7.9129996,,failed,,11,,,1289,1289,
2740,17208731300,,7.3360004,,failed,,11,,,1289,1289,
2741,17209241300,,14.649,,failed,,11,,,1291,1291,
2742,17210251300,,2.02,,failed,,11,,,1296,1296,
2743,17210571300,,1.851,,failed,,11,,,1296,1296,
2744,17211822200,,3.861,,failed,,11,,,1299,1299,
2745,17262372200,,3.9629998,,failed,,11,,,1299,1299,
2746,17362372200,,19.706,,failed,,11,,,1306,1306,
2747,17372382200,,8.7699995,,failed,,11,,,1307,1307,
2748,17374382200,,10.853001,,failed,,11,,,1313,1313,
2749,17374892200,,6.921,,failed,,11,,,1314,1314,
2750,17375402200,,7.724,,failed,,11,,,1314,1314,
2751,17376652200,,12.532001,,failed,,11,,,1314,1314,
2752,17386662200,,2.075,,failed,,11,,,1316,1316,
2753,17387682200,,2.256,,failed,,11,,,1316,1316,
2754,17427182200,,6.772,,failed,,11,,,1316,1316,
2755,17427382200,,12.407,,failed,,11,,,1316,1316,
2756,17427482200,,8.907001,,failed,,11,,,1316,1316,
2757,17437482200,,9.935,,failed,,11,,,1316,1316,
2758,17447482200,,12.436999,,failed,,11,,,1316,1316,
2759,17457482200,,12.68,,failed,,11,,,1316,1316,
2760,17457702200,,19.032999,,failed,,11,,,1321,1321,
2761,17457819800,,14.693001,,failed,,11,,,1321,1321,
2762,17557819800,,14.559001,,failed,,11,,,1329,1329,
2763,17561133100,,8.769,,failed,,11,,,1335,1335,
2764,17571133100,,14.952,,failed,,11,,,1335,1335,
2765,17571643100,,19.167,,failed,,11,,,1335,1335,
2766,17671653100,,10.631,,failed,,11,,,1337,1337,
2767,17688013900,,14.143001,,failed,,11,,,1340,1340,
2768,17698013900,,11.992,,failed,,11,,,1341,1341,
2769,17701823900,,16.263,,failed,,11,,,1344,1344,
2770,17707823900,,17.343,,failed,,11,,,1344,1344,
2771,17757958800,,70.362,,failed,,15,,,1346,1346,
2772,17857958800,,67.333,,failed,,15,,,1346,1346,
2773,17957958800,,65.256996,,failed,,14,,,1346,1346,
2774,17957979800,,79.478,,failed,,15,,,1349,1349,
2775,17958979800,,79.191,,failed,,15,,,1349,1349,
2776,18058989800,,48.099003,,failed,,11,,,1352,1352,
2777,18158999800,,51.051,,failed,,11,,,1353,1353,
2778,18171616400,,13.289,,failed,,11,,,1354,1354,
2779,18172716400,,12.252,,failed,,11,,,1354,1354,
2780,18175736400,,16.157999,,failed,,11,,,1355,1355,
2781,18178476300,,12.474001,,failed,,11,,,1355,1355,
2782,18258476300,,1.878,,failed,,11,,,1357,1357,
2783,18358486300,,12.983001,,failed,,11,,,1361,1361,
2784,18361486300,,2.03,,failed,,11,,,1363,1363,
2785,18368407100,,16.34,,failed,,11,,,1364,1364,
2786,18371867100,,17.686,,failed,,11,,,1364,1364,
2787,18377867100,,14.328,,failed,,11,,,1364,1364,
2788,18377887100,,4.9049997,,failed,,11,,,1366,1366,
2789,18380937100,,9.216,,failed,,11,,,1366,1366,
2790,18381247100,,14.099,,failed,,11,,,1366,1366,
2791,18384247100,,25.472002,,failed,,11,,,1366,1366,
2792,18388266700,,9.735,,failed,,11,,,1369,1369,
2793,18388576700,,17.612999,,failed,,11,,,1369,1369,
2794,18558620300,,22.229,,failed,,11,,,1369,1369,
2795,18569186500,,68.776,,failed,,15,,,1369,1369,
2796,18571205000,,94.667,,failed,,15,,,1369,1369,
2797,18579205000,,91.527,,failed,,15,,,1369,1369,
2798,18579235000,,71.534996,,failed,,15,,,1369,1369,
2799,18584255000,,62.170002,,failed,,13,,,1369,1369,
2800,18584355000,,63.306,,failed,,13,,,1374,1374,
2801,18584865000,,71.116005,,failed,,15,,,1374,1374,
2802,18586016000,,136.457,,failed,,16,,,1379,1379,
2803,18611016000,,164.267,,failed,,16,,,1380,1380,
2804,18612016000,,191.922,,failed,,18,,,1381,1381,
2805,18612266000,,139.922,,failed,,16,,,1383,1383,
2806,18620646600,,95.656,,failed,,15,,,1383,1383,
2807,18621656600,,9.406,,failed,,11,,,1395,1395,
2808,18623166600,,10.384,,failed,,11,,,1395,1395,
2809,18624676600,,19.833,,failed,,11,,,1397,1397,
2810,18625286600,,18.223999,,failed,,11,,,1397,1397,
2811,18890645900,,36.072002,,failed,,11,,,1402,1402,
2812,19190655900,,36.21,,failed,,11,,,1403,1403,
2813,19200655900,,30.971,,failed,,11,,,1403,1403,
2814,19210655900,,28.579,,failed,,11,,,1406,1406,
2815,19225655900,,19.998,,failed,,11,,,1406,1406,
2816,19227165900,,38.668,,failed,,11,,,1413,1413,
2817,19227576900,,22.581999,,failed,,11,,,1415,1415,
2818,19230901400,,34.076,,failed,,11,,,1416,1416,
2819,19231212400,,29.965002,,failed,,11,,,1417,1417,
2820,19233212400,,24.602999,,failed,,11,,,1417,1417,
2821,19233523400,,24.378,,failed,,11,,,1417,1417,
2822,19247223400,,36.809,,failed,,11,,,1417,1417,
2823,19251133400,,47.524,,failed,,11,,,1417,1417,
2824,19251634400,,57.467,,failed,,12,,,1417,1417,
2825,19253134400,,83.707,,failed,,15,,,1421,1421,
2826,19254144400,,109.247,,failed,,15,,,1423,1423,
2827,19255144400,,120.929,,failed,,16,,,1426,1426,
2828,19257554400,,132.801,,failed,,16,,,1426,1426,
2829,19259558900,,148.765,,failed,,16,,,1426,1426,
2830,19334558900,,149.56,,failed,,16,,,1426,1426,
2831,19335048900,,129.914,,failed,,16,,,1432,1432,
2832,19339162500,,111.90399,,failed,,16,,,1432,1432,
2833,19342172500,,94.637,,failed,,15,,,1433,1433,
2834,19372172500,,123.057,,failed,,16,,,1435,1435,
2835,19377272500,,90.309,,failed,,15,,,1435,1435,
2836,19379859300,,96.085,,failed,,15,,,1443,1443,
2837,19380869300,,107.732994,,failed,,15,,,1453,1453,
2838,19383769300,,120.391,,failed,,16,,,1453,1453,
2839,19385181500,,124.811,,failed,,16,,,1453,1453,
2840,19386181500,,54.21,,failed,,12,,,1459,1459,
2841,19386311500,,18.348001,,failed,,11,,,1461,1461,
2842,19389387800,,29.783998,,failed,,11,,,1465,1465,
2843,19393387800,,53.199,,failed,,12,,,1466,1466,
2844,19393887800,,68.498,,failed,,15,,,1466,1466,
2845,19394397800,,56.249996,,failed,,12,,,1467,1467,
2846,19394707800,,43.967,,failed,,11,,,1468,1468,
2847,19395217800,,47.683,,failed,,11,,,1468,1468,
