id,amount,fee,target_feerate,real_feerate,algorithm,input_count,negative_effective_valued_utxos,output_count,change_amount,utxo_count_before_payment,utxo_count_after_payment,waste_score
1525,100000000,,1.308,,failed,,0,,,63,63,
1526,102105800,,3.861,,failed,,0,,,65,65,
1527,112105800,,2.2259998,,failed,,0,,,66,66,
1528,112205800,,1.723,,failed,,0,,,67,67,
1529,113315800,,1.003,,failed,,0,,,67,67,
1530,239315800,712,4.4,4.4779873,bnb,6,0,0,0,74,60,-562.0
1531,725000,671,12.826,12.842105,bnb,1,1,1,1254329,60,57,344.997
1532,35017400,362,6.921,6.92823,bnb,1,1,1,22982238,62,62,141.2745
1533,18000000,762,14.582,14.583732,bnb,1,1,1,4058652,77,76,405.57898
1534,20000000,1365,15.825999,15.826087,bnb,3,1,1,3207411,76,72,646.58093
1535,2010000,995,19.032999,19.043062,bnb,1,1,1,1196416,72,72,559.1384
1536,10000000,2267,14.693001,14.69692,bnb,7,1,1,3310,72,58,888.0946
1537,10000000,4757,11.084001,11.160117,bnb,24,1,0,0,58,16,474.81424
1538,20000000,,10.256,,failed,,2,,,16,16,
1539,70010000,,27.594,,failed,,2,,,19,19,
1540,370010000,,29.066002,,failed,,2,,,19,19,
1541,376010000,,24.393,,failed,,2,,,19,19,
1542,382010000,,15.909,,failed,,2,,,23,23,
1543,482010000,,12.835,,failed,,2,,,23,23,
1544,502020000,,14.952,,failed,,2,,,25,25,
1545,702020000,,18.674,,failed,,2,,,26,26,
1546,704020000,,14.143001,,failed,,2,,,31,31,
1547,706176900,,14.149,,failed,,2,,,31,31,
1548,806176900,,11.992,,failed,,2,,,31,31,
1549,847176900,,16.263,,failed,,2,,,34,34,
1550,848186900,,17.343,,failed,,2,,,34,34,
1551,851229100,,32.87,,failed,,2,,,34,34,
1552,853749100,,55.553,,failed,,2,,,34,34,
1553,1053749100,,66.733,,failed,,3,,,37,37,
1554,1068749100,,68.429,,failed,,3,,,37,37,
1555,1078928000,,74.619,,failed,,3,,,37,37,
1556,1085228000,,79.478,,failed,,3,,,37,37,
1557,1085359500,,79.191,,failed,,3,,,37,37,
1558,1091359500,,51.051,,failed,,2,,,42,42,
1559,1093359500,,13.289,,failed,,2,,,43,43,
1560,1094323500,,8.87,,failed,,2,,,47,47,
1561,1094433500,,5.665,,failed,,2,,,49,49,
1562,1094843500,,15.856,,failed,,2,,,50,50,
1563,1095577200,,17.125,,failed,,2,,,50,50,
1564,1345577200,,12.983001,,failed,,2,,,50,50,
1565,1405577200,,10.834,,failed,,2,,,58,58,
1566,1411097200,,4.9049997,,failed,,2,,,58,58,
1567,1411704300,,9.216,,failed,,2,,,58,58,
1568,1511704300,,22.229,,failed,,2,,,65,65,
1569,1611704300,,68.776,,failed,,3,,,65,65,
1570,1623704300,,48.856,,failed,,2,,,71,71,
1571,1633704300,,67.417,,failed,,3,,,71,71,
1572,1638707100,,117.614006,,failed,,3,,,76,76,
1573,1653707100,,138.28099,,failed,,4,,,76,76,
1574,1683707100,,139.412,,failed,,4,,,76,76,
1575,1695707100,,146.29199,,failed,,4,,,77,77,
1576,1707907100,,164.267,,failed,,4,,,77,77,
1577,1737907100,,181.882,,failed,,4,,,77,77,
1578,1738407100,,200.214,,failed,,5,,,78,78,
1579,1748407100,,139.922,,failed,,4,,,79,79,
1580,1758407100,,95.656,,failed,,3,,,79,79,
1581,1760435900,,65.435,,failed,,3,,,84,84,
1582,1766435900,,65.471,,failed,,3,,,84,84,
1583,1788935900,,66.64,,failed,,3,,,84,84,
1584,1799435900,,20.585,,failed,,2,,,90,90,
1585,1799935900,,20.796,,failed,,2,,,90,90,
1586,1834341000,,14.144,,failed,,2,,,94,94,
1587,1835451000,,36.348,,failed,,2,,,94,94,
1588,1836461000,,36.072002,,failed,,2,,,95,95,
1589,1837771000,,27.764,,failed,,2,,,99,99,
1590,1847781000,,28.579,,failed,,2,,,100,100,
1591,1850472100,,19.998,,failed,,2,,,100,100,
1592,1856549100,,38.668,,failed,,2,,,107,107,
1593,2156549100,,34.69,,failed,,2,,,112,112,
1594,2156754100,,24.378,,failed,,2,,,114,114,
1595,2183954100,,108.383,,failed,,3,,,122,122,
1596,2200554100,,108.21,,failed,,3,,,122,122,
1597,2217854100,,109.247,,failed,,3,,,122,122,
1598,2234984100,,98.091,,failed,,3,,,122,122,
1599,2235684100,,109.921,,failed,,3,,,130,130,
1600,2237694100,,94.637,,failed,,3,,,136,136,
1601,2239704100,,117.614006,,failed,,3,,,136,136,
1602,2269704100,,84.234,,failed,,3,,,141,141,
1603,2270214100,,132.393,,failed,,4,,,142,142,
1604,2271214100,,135.716,,failed,,4,,,142,142,
1605,2271724100,,87.737,,failed,,3,,,150,150,
1606,2272724100,,80.778,,failed,,3,,,150,150,
1607,2273234100,152774,115.913,115.913506,bnb,44,3,1,2436952,157,112,81323.91
1608,100000000,12769,17.438,17.438034,select_sorted,41,2,1,563686,118,78,5561.9507
1609,207700,1884,35.425,36.057415,bnb,2,2,0,0,81,41,910.1625
1610,210010000,,44.161,,failed,,3,,,41,41,
1611,211310000,,53.199,,failed,,3,,,43,43,
1612,212310000,,68.498,,failed,,4,,,43,43,
1613,216310000,,49.764,,failed,,3,,,45,45,
1614,217310000,,43.967,,failed,,3,,,45,45,
1615,223310000,,84.686,,failed,,4,,,48,48,
1616,283320000,,95.249,,failed,,4,,,48,48,
1617,333320000,,96.135,,failed,,4,,,48,48,
1618,339320000,,77.912994,,failed,,4,,,49,49,
1619,340320000,,101.163,,failed,,4,,,51,51,
1620,340820000,,89.596,,failed,,4,,,53,53,
1621,390830000,,64.211,,failed,,4,,,55,55,
1622,440840000,,63.282,,failed,,4,,,55,55,
1623,443850000,,58.018,,failed,,3,,,55,55,
1624,448950000,,33.551,,failed,,3,,,57,57,
1625,548950000,,57.678,,failed,,3,,,57,57,
1626,834894400,,90.895,,failed,,4,,,57,57,
1627,1273206700,,125.76,,failed,,5,,,57,57,
1628,1273906700,,123.676,,failed,,5,,,57,57,
1629,1274056700,,110.382,,failed,,4,,,57,57,
1630,1275056700,,104.547005,,failed,,4,,,57,57,
1631,1275916700,,271.012,,failed,,6,,,64,64,
1632,1281635400,,296.599,,failed,,6,,,65,65,
1633,1291635400,,224.177,,failed,,6,,,69,69,
1634,1292635400,,189.143,,failed,,5,,,69,69,
1635,1294535400,,60.277,,failed,,4,,,77,77,
1636,1394635400,,51.013,,failed,,3,,,77,77,
1637,1494635400,,64.261,,failed,,4,,,81,81,
1638,1500790800,,70.112,,failed,,4,,,81,81,
1639,1560790800,,72.167,,failed,,4,,,81,81,
1640,1592667500,,70.672,,failed,,4,,,90,90,
1641,1602667500,,67.93301,,failed,,4,,,90,90,
1642,1612667500,,38.364,,failed,,3,,,96,96,
1643,1613677500,,128.23,,failed,,5,,,98,98,
1644,1617723900,,122.835,,failed,,5,,,98,98,
1645,1627723900,,122.621,,failed,,5,,,98,98,
1646,1628733900,,115.462,,failed,,4,,,98,98,
1647,1629743900,,108.565994,,failed,,4,,,103,103,
1648,1635892900,,70.348,,failed,,4,,,103,103,
1649,1642392900,,1.4760001,,failed,,3,,,106,106,
1650,1662392900,5785,6.764,6.764104,bnb,30,3,1,3146630,110,74,-1459.49
1651,22500000,153,2.9259999,2.9282296,bnb,1,3,1,77499847,79,79,3.446991
1652,361300,355,6.785,6.7942586,bnb,1,3,1,39145,83,50,136.58249
1653,75000000,,4.025,,failed,,3,,,50,50,
1654,86111100,,4.611,,failed,,3,,,52,52,
1655,87214000,,10.06,,failed,,3,,,53,53,
1656,91024000,,10.539,,failed,,3,,,54,54,
1657,91134000,,2.392,,failed,,3,,,54,54,
1658,101134000,,2.736,,failed,,3,,,62,62,
1659,201134000,,5.342,,failed,,3,,,65,65,
1660,212134000,,2.215,,failed,,3,,,65,65,
1661,216134000,,5.971,,failed,,3,,,65,65,
1662,227255100,,13.044001,,failed,,3,,,67,67,
1663,228555100,,13.782999,,failed,,3,,,67,67,
1664,278565100,,17.078999,,failed,,3,,,67,67,
1665,378565100,2706,16.675001,16.677965,bnb,2,3,1,21432194,83,82,591.2626
1666,10000000,1190,22.774,22.77512,bnb,1,3,1,2498810,82,75,688.203
1667,795000,651,12.449,12.459331,bnb,1,3,1,4284349,78,72,331.9905
1668,880800,671,12.827,12.842105,bnb,1,3,1,2408529,72,70,345.0315
1669,800000000,,16.547,,failed,,3,,,70,70,
1670,810000000,,20.258001,,failed,,3,,,70,70,
1671,1157493900,,21.067999,,failed,,3,,,77,77,
1672,1160693900,,10.115,,failed,,3,,,77,77,
1673,1161703900,,4.6280003,,failed,,3,,,77,77,
1674,1162923900,,39.528,,failed,,3,,,85,85,
1675,1163933900,,50.722,,failed,,3,,,101,101,
1676,1164743900,,89.143,,failed,,4,,,107,107,
1677,1165963900,,63.572,,failed,,4,,,107,107,
1678,1166673900,,42.3,,failed,,3,,,107,107,
1679,1266773900,,36.592,,failed,,3,,,107,107,
1680,1266793900,,46.759,,failed,,3,,,108,108,
1681,1389471900,,39.534,,failed,,3,,,109,109,
1682,1559306500,,46.623,,failed,,3,,,109,109,
1683,1629045200,,77.048004,,failed,,4,,,113,113,
1684,1629245200,,75.775,,failed,,4,,,113,113,
1685,1629305200,,78.387,,failed,,4,,,116,116,
1686,1629405200,,120.93301,,failed,,5,,,122,122,
1687,1784905200,,106.066,,failed,,4,,,128,128,
1688,2034905200,,190.664,,failed,,5,,,132,132,
1689,2035144100,,179.649,,failed,,5,,,133,133,
1690,2036054100,,185.87,,failed,,5,,,133,133,
1691,2046366400,,167.911,,failed,,5,,,133,133,
1692,2246366400,,72.957,,failed,,4,,,139,139,
1693,2246508700,,56.251,,failed,,3,,,142,142,
1694,2298885700,,83.812,,failed,,4,,,143,143,
1695,2317885700,,76.993004,,failed,,4,,,143,143,
1696,2372751800,,73.363,,failed,,4,,,143,143,
1697,2422751800,,80.188995,,failed,,4,,,146,146,
1698,2422889800,,62.336998,,failed,,4,,,157,157,
1699,2424559800,,57.884,,failed,,3,,,157,157,
1700,2425569800,,45.521,,failed,,3,,,167,167,
1701,2435589800,,54.736,,failed,,3,,,167,167,
1702,2436019800,,37.957,,failed,,3,,,173,173,
1703,2489620400,,48.939,,failed,,3,,,185,185,
1704,2494640400,105677,30.319,30.319036,select_sorted,187,3,1,63743723,192,6,65197.184
1705,1687000,1001,19.153,19.157894,bnb,1,0,1,98311999,6,6,563.2785
1706,2100000,841,16.091,16.095694,bnb,1,0,1,96211158,15,3,457.6395
1707,10000000,693,13.2560005,13.263158,bnb,1,0,1,86210465,7,3,359.832
1708,20000,1059,20.259,20.267942,bnb,1,0,1,63722664,3,2,601.43555
1709,122000000,361,6.901,6.909091,bnb,1,0,1,10979639,5,5,140.5845
1710,10000000,366,6.9909997,7.0047846,bnb,1,0,1,53722298,5,5,143.68948
1711,100000000,,16.145,,failed,,0,,,5,5,
1712,140000000,,17.784,,failed,,0,,,6,6,
1713,440000000,,8.41,,failed,,0,,,6,6,
1714,640000000,,7.447,,failed,,0,,,6,6,
1715,643039500,,2.716,,failed,,0,,,6,6,
1716,693039500,,15.104,,failed,,0,,,9,9,
1717,763039500,3652,16.768,16.771526,bnb,8,1,1,36956848,23,16,1286.388
1718,50000000,162,3.086,3.1004784,bnb,1,0,1,3722136,18,17,8.967003
1719,1048100,248,4.741,4.7464113,bnb,1,0,1,8941652,17,12,66.06451
1720,4000000,168,3.21,3.215311,bnb,1,0,1,999832,25,12,13.24501
1721,4000000,442,6.3719997,6.3826714,bnb,2,0,1,721526,12,6,60.657997
1722,5000000,,9.354,,failed,,0,,,6,6,
1723,55000000,1239,20.642,20.65,bnb,1,1,1,64978761,25,25,614.649
1724,5018600,952,18.212,18.220097,bnb,1,1,1,3930448,25,15,530.81396
1725,92222100,1044,19.969,19.980862,bnb,1,1,1,7776856,29,29,591.4305
1726,12100000,500,9.562,9.569378,bnb,1,0,1,15470954,32,26,232.389
1727,40000000,967,9.36,9.365618,bnb,4,0,1,5336843,29,26,192.77997
1728,260000,97,1.8520001,1.8564594,bnb,1,0,1,239903,26,12,-33.605995
1729,50000000,,9.695001,,failed,,0,,,13,13,
1730,125010000,266,4.432,4.4333334,bnb,1,0,1,52374216,17,17,55.404
1731,8400000,858,16.412,16.421053,bnb,1,1,1,43973358,20,20,468.71402
1732,11000000,766,14.649,14.660287,bnb,1,1,1,32972592,20,20,407.89053
1733,10238300,163,3.105,3.1196172,bnb,1,0,1,751537,22,20,9.622505
1734,360000,233,4.446,4.45933,bnb,1,0,1,47767,20,15,55.887
1735,9020600,106,2.02,2.0287082,bnb,1,0,1,10979294,16,16,-27.809998
1736,10000000,69,1.308,1.3205742,bnb,1,0,1,979225,17,17,-52.374
1737,100000,91,1.723,1.7416267,bnb,1,0,1,3389909,23,22,-38.056503
1738,2343500,705,13.476001,13.492823,bnb,1,1,1,1045704,33,32,367.42203
1739,1010000,436,8.34,8.344498,bnb,1,0,1,35268,32,31,190.23
1740,232463000,,10.853001,,failed,,0,,,31,31,
1741,232743000,,7.724,,failed,,0,,,33,33,
1742,233753000,,4.514,,failed,,0,,,34,34,
1743,282859700,,3.643,,failed,,0,,,34,34,
1744,284869700,,12.407,,failed,,1,,,37,37,
1745,384869700,,12.68,,failed,,1,,,40,40,
1746,484869700,,10.084,,failed,,0,,,40,40,
1747,679826700,,11.084001,,failed,,0,,,46,46,
1748,681437700,,10.256,,failed,,0,,,46,46,
1749,692517300,,8.769,,failed,,0,,,59,59,
1750,693517300,,6.041,,failed,,0,,,65,65,
1751,694517300,,6.563,,failed,,0,,,70,70,
1752,744517300,,7.1510005,,failed,,0,,,70,70,
1753,745387300,,17.343,,failed,,1,,,71,71,
1754,845387300,,32.87,,failed,,2,,,71,71,
1755,845437300,,55.553,,failed,,2,,,71,71,
1756,845647300,,70.964,,failed,,2,,,79,79,
1757,850202800,,51.051,,failed,,2,,,83,83,
1758,856002800,19128,14.940001,14.94667,bnb,66,1,0,0,104,35,5553.1504
1759,10000000,1015,19.422,19.425837,bnb,1,3,1,39998985,42,42,572.559
1760,100000000,1540,22.229,22.238268,bnb,2,3,1,9977445,44,43,877.2935
1761,2000000,3594,68.776,68.78469,bnb,1,3,1,7973851,43,42,2275.272
1762,100000000,,71.534996,,failed,,3,,,44,44,
1763,100022900,,62.170002,,failed,,3,,,44,44,
1764,150022900,,48.856,,failed,,3,,,46,46,
1765,170022900,,63.306,,failed,,3,,,48,48,
1766,170272900,,96.47,,failed,,3,,,49,49,
1767,170522900,,103.899,,failed,,3,,,49,49,
1768,170542900,22755,136.457,136.46178,bnb,5,3,1,5798196,52,48,13209.342
1769,700000,7644,146.29199,146.29665,bnb,1,3,1,1776081,48,45,4949.5737
1770,2510000,11376,164.267,164.27437,bnb,2,3,1,1522141,45,43,8192.25
1771,310000,9504,181.882,181.89473,bnb,1,3,1,1270498,43,43,6177.429
1772,310000,10028,191.922,191.92345,bnb,1,3,1,1202113,43,43,6523.8086
1773,20000,3405,65.157,65.167465,bnb,1,3,1,66595,47,29,2150.4165
1774,100000,3822,73.138,73.14832,bnb,1,3,1,4469906,32,31,2425.761
1775,3000000,3419,65.435,65.43541,bnb,1,3,1,1466487,31,31,2160.0073
1776,100000,543,10.384,10.392344,bnb,1,1,1,10899457,38,36,260.748
1777,2000000,1076,20.585,20.593302,bnb,1,3,1,2560924,36,34,612.6825
1778,300000,1087,20.796,20.803827,bnb,1,3,1,2259837,34,33,619.962
1779,362100,799,15.290999,15.291866,bnb,1,2,1,1896938,49,44,430.0395
1780,9000000,1838,13.386999,13.391622,bnb,6,2,1,524349,44,39,652.2464
1781,159997000,,16.239,,failed,,2,,,39,39,
1782,164997000,,23.453001,,failed,,3,,,39,39,
1783,264997000,,40.774002,,failed,,3,,,39,39,
1784,265127400,,22.581999,,failed,,3,,,44,44,
1785,275127400,,24.602999,,failed,,3,,,48,48,
1786,377799800,,24.378,,failed,,3,,,48,48,
1787,378799800,,69.191,,failed,,3,,,52,52,
1788,378909800,,61.962,,failed,,3,,,52,52,
1789,378969800,,67.863,,failed,,3,,,52,52,
1790,388969800,,84.08,,failed,,3,,,57,57,
1791,488969800,,148.765,,failed,,3,,,60,60,
1792,489069800,,149.56,,failed,,3,,,60,60,
1793,589069800,,100.339,,failed,,3,,,64,64,
1794,599069800,,111.90399,,failed,,3,,,66,66,
1795,609113200,,124.548004,,failed,,3,,,69,69,
1796,610613200,,90.309,,failed,,3,,,70,70,
1797,610719300,,79.338005,,failed,,3,,,70,70,
1798,611729300,32974,115.29199,115.29371,bnb,7,3,1,647726,76,57,14619.856
1799,1500000,4895,93.672,93.68421,bnb,1,3,1,495105,62,61,3134.184
1800,20000000,,87.737,,failed,,3,,,61,61,
1801,24410000,22823,102.765,107.15024,bnb,11,3,0,0,64,50,18327.438
1802,20000000,,124.811,,failed,,4,,,52,52,
1803,24690500,6694,86.935,86.93507,bnb,2,4,1,292806,54,53,4209.6523
1804,20000000,,84.317,,failed,,4,,,54,54,
1805,28827000,,73.186,,failed,,4,,,54,54,
1806,128827000,,18.348001,,failed,,4,,,57,57,
1807,158827000,,26.946,,failed,,4,,,57,57,
1808,160198400,18795,58.269,58.505836,bnb,16,4,0,0,69,44,13229.303
1809,15000000,,84.686,,failed,,5,,,45,45,
1810,19069200,,96.135,,failed,,5,,,46,46,
1811,69079200,,77.912994,,failed,,5,,,47,47,
1812,119079200,,104.163,,failed,,5,,,47,47,
1813,170129900,,104.43,,failed,,5,,,47,47,
1814,185631800,,101.163,,failed,,5,,,47,47,
1815,246478600,,62.197,,failed,,5,,,51,51,
1816,252412400,,64.211,,failed,,5,,,51,51,
1817,322569100,,175.193,,failed,,5,,,63,63,
1818,465120300,,220.606,,failed,,5,,,63,63,
1819,555555000,,273.466,,failed,,5,,,64,64,
1820,555755000,,294.225,,failed,,5,,,64,64,
1821,555805000,,230.688,,failed,,5,,,70,70,
1822,555905500,,231.147,,failed,,5,,,70,70,
1823,995905500,,189.143,,failed,,5,,,71,71,
1824,1119618800,,111.45599,,failed,,5,,,72,72,
1825,1179618800,,106.026,,failed,,5,,,72,72,
1826,1185746900,,84.402,,failed,,5,,,72,72,
1827,1204076900,,64.181,,failed,,5,,,73,73,
1828,1204986900,,69.982,,failed,,5,,,73,73,
1829,1206896900,,72.125,,failed,,5,,,73,73,
1830,1208806900,,60.277,,failed,,5,,,73,73,
1831,1209916900,,51.013,,failed,,5,,,73,73,
1832,1211076900,,42.358,,failed,,5,,,73,73,
1833,1271086900,,59.851,,failed,,5,,,90,90,
1834,1276106900,,59.389004,,failed,,5,,,90,90,
1835,1276407900,,52.635,,failed,,5,,,93,93,
1836,1277417900,,122.621,,failed,,5,,,98,98,
1837,1377417900,,70.348,,failed,,5,,,105,105,
1838,1427417900,,76.207,,failed,,5,,,105,105,
1839,1427487900,,2.645,,failed,,3,,,109,109,
1840,1477487900,,9.401,,failed,,3,,,120,120,
1841,1477803600,,6.785,,failed,,3,,,121,121,
1842,1493813600,,1.499,,failed,,3,,,123,123,
1843,1597208600,,4.611,,failed,,3,,,123,123,
1844,1598208600,,10.539,,failed,,3,,,126,126,
1845,1599618600,,10.103,,failed,,3,,,128,128,
1846,1602118600,,8.056999,,failed,,3,,,128,128,
1847,1602188600,,1.573,,failed,,3,,,132,132,
1848,1602252600,,1.9929999,,failed,,3,,,134,134,
1849,1702252600,,5.342,,failed,,3,,,135,135,
1850,1802252600,,2.215,,failed,,3,,,135,135,
1851,1802312600,,20.127,,failed,,5,,,137,137,
1852,1822312600,,12.831,,failed,,4,,,140,140,
1853,1822512600,,11.481,,failed,,3,,,140,140,
1854,1823712600,,17.907,,failed,,5,,,140,140,
1855,1823742600,,22.791,,failed,,5,,,140,140,
1856,1846879100,,25.222,,failed,,5,,,142,142,
1857,1858539100,,20.389,,failed,,5,,,142,142,
1858,1858569100,,16.531,,failed,,4,,,149,149,
1859,1863169100,,16.675001,,failed,,4,,,149,149,
1860,1873169100,,12.449,,failed,,4,,,153,153,
1861,1874569100,,18.471,,failed,,5,,,157,157,
1862,1875569100,,12.415,,failed,,4,,,157,157,
1863,1876269100,,5.794,,failed,,3,,,157,157,
1864,1877919600,,21.067999,,failed,,5,,,160,160,
1865,1880419600,,10.115,,failed,,3,,,160,160,
1866,1885111600,,4.6280003,,failed,,3,,,160,160,
1867,1886111600,,30.512,,failed,,5,,,163,163,
1868,1893143600,,35.079998,,failed,,5,,,164,164,
1869,1894143600,,39.072,,failed,,5,,,164,164,
1870,1897143600,,35.509,,failed,,5,,,164,164,
1871,1900793600,,39.528,,failed,,5,,,164,164,
1872,1930793600,,92.398,,failed,,5,,,168,168,
1873,1935813600,,50.508,,failed,,5,,,178,178,
1874,1936913600,69101,63.805004,63.805172,bnb,32,5,1,55578,183,149,30459.01
1875,10000000,3322,63.572,63.57895,bnb,1,5,1,71996678,151,151,2095.734
1876,55000000,2211,42.3,42.31579,bnb,1,5,1,16994467,151,151,1361.85
1877,246646300,16518,43.977,44.018654,bnb,21,5,0,0,154,111,12161.778
1878,100084800,,39.534,,failed,,6,,,111,111,
1879,300084800,,46.623,,failed,,6,,,111,111,
1880,305104800,,51.652,,failed,,6,,,111,111,
1881,305804800,,78.774,,failed,,6,,,120,120,
1882,330904800,,115.449005,,failed,,6,,,120,120,
1883,333914800,,134.631,,failed,,6,,,125,125,
1884,334924800,,125.366,,failed,,6,,,129,129,
1885,342332100,,119.33,,failed,,6,,,130,130,
1886,343024300,,131.45401,,failed,,6,,,130,130,
1887,353911100,,117.697,,failed,,6,,,130,130,
1888,413921100,9164,62.440998,62.44634,bnb,2,6,1,36019736,140,139,2948.2114
1889,1000000,3955,75.686005,75.69378,bnb,1,6,1,53996045,145,140,2513.6672
1890,14000000,4380,83.812,83.82775,bnb,1,6,1,39991665,140,140,2794.014
1891,10000000,4023,76.993004,76.99522,bnb,1,6,1,23295977,140,138,2558.7588
1892,16500000,4764,91.159,91.17703,bnb,1,6,1,6791213,140,138,3047.4854
1893,310000,4779,91.462,91.46411,bnb,1,6,1,2634784,138,129,3057.939
1894,3500000,5554,80.188995,80.20216,bnb,2,6,1,2029230,129,128,3862.2332
1895,2100000,6517,124.70999,124.72727,bnb,1,6,1,7893483,132,131,4204.9946
1896,1144500,3295,63.053,63.062202,bnb,1,6,1,2752205,135,131,2077.8286
1897,27200000,22330,62.329002,62.330776,bnb,19,6,1,49444,131,108,18065.525
1898,1010000,2169,41.511,41.511963,bnb,1,6,1,148987831,110,110,1334.6295
1899,1721300,2174,41.597,41.607655,bnb,1,6,1,147264357,118,118,1337.5964
1900,50000000,2542,48.64,48.65072,bnb,1,6,1,97261815,121,121,1580.5801
1901,5010000,2075,39.702,39.712917,bnb,1,6,1,144987925,124,124,1272.219
1902,12371900,1984,37.957,37.97129,bnb,1,6,1,87626116,124,123,1212.0166
1903,50000000,1711,32.736,32.74641,bnb,1,6,1,47260104,127,123,1031.8921
1904,185464300,3573,51.585003,51.59567,bnb,2,6,1,27158243,133,132,2389.1277
1905,550000,2237,42.81,42.813396,bnb,1,6,1,1159063,132,121,1379.4451
1906,1010000,1954,37.381,37.39713,bnb,1,6,1,147109,122,121,1192.1445
1907,5010000,6726,34.981,35.729084,bnb,10,6,0,0,121,109,4399.2603
1908,1553100,1670,31.948,31.961723,bnb,1,7,1,148445230,113,113,1004.70605
1909,152282700,1923,27.762001,27.768953,bnb,2,7,1,6893079,113,112,1162.243
1910,2748200,1141,21.837,21.83732,bnb,1,7,1,4143738,112,112,655.87646
1911,10732700,5321,10.071,10.072882,bnb,30,5,0,0,112,73,36.245552
1912,3520400,,11.003,,failed,,6,,,73,73,
1913,9520400,,18.105,,failed,,8,,,73,73,
1914,15031400,1222,18.036001,18.0369,bnb,1,8,1,4857378,75,75,524.74207
1915,5028300,1407,14.973,16.313044,bnb,4,7,0,0,75,59,455.65048
1916,1410000,693,13.2560005,13.263158,bnb,1,8,1,148589307,61,61,359.832
1917,173230800,,20.259,,failed,,9,,,61,61,
1918,223230800,,19.878,,failed,,9,,,61,61,
1919,244586400,712,6.9909997,6.997543,bnb,3,7,1,28992195,64,62,41.38347
1920,80288700,,17.784,,failed,,9,,,64,64,
1921,120456200,,7.447,,failed,,7,,,65,65,
1922,122672900,,2.716,,failed,,7,,,65,65,
1923,152682900,,6.322,,failed,,7,,,65,65,
1924,444378900,,15.104,,failed,,8,,,67,67,
1925,444727300,,34.339,,failed,,9,,,78,78,
1926,624034500,,19.151,,failed,,9,,,78,78,
1927,625525000,,3.086,,failed,,7,,,82,82,
1928,666503900,2365,14.311,14.311649,bnb,4,8,1,19993933,92,89,616.09045
1929,226060000,256,1.0419999,1.0700104,bnb,13,7,0,0,91,13,-1978.197
1930,119849200,,3.21,,failed,,8,,,13,13,
1931,119951200,,30.366,,failed,,10,,,16,16,
1932,124951200,2591,25.464,25.464373,bnb,3,10,1,22038029,22,19,1306.784
1933,24602200,1767,20.476,20.486956,bnb,3,10,1,804062,19,16,965.10596
1934,72910500,,28.137001,,failed,,10,,,17,17,
1935,74910500,,26.182999,,failed,,10,,,17,17,
1936,165126900,,26.937,,failed,,10,,,17,17,
1937,243919000,1135,15.024,15.033113,bnb,1,9,1,56079865,24,24,420.82803
1938,32000000,321,6.139,6.143541,bnb,1,8,1,6856805,24,22,114.2955
1939,10050700,245,4.678,4.6889954,bnb,1,8,1,20572506,22,22,63.891
1940,19547800,348,6.649,6.660287,bnb,1,8,1,1024358,22,22,131.8905
1941,1210000,878,16.792,16.803827,bnb,1,9,1,389122,22,21,481.82397
1942,2100000,1189,13.774,13.785507,bnb,3,9,1,658393,21,17,506.01904
1943,551900,768,14.679999,14.698565,bnb,1,9,1,105725,17,17,408.96
1944,1100000,700,13.378,13.397129,bnb,1,9,1,18849300,20,20,364.04102
1945,1847500,500,9.562,9.569378,bnb,1,8,1,62576994,27,27,232.389
1946,180000000,750,5.459,5.464481,bnb,6,8,1,4885780,27,21,-295.14948
1947,3000000,507,9.695001,9.703349,bnb,1,8,1,78449493,26,26,236.97752
1948,30000,610,11.671,11.674642,bnb,1,8,1,19949390,26,24,305.14948
1949,4000000,675,12.914999,12.91866,bnb,1,9,1,885105,24,22,348.06747
1950,764900,232,4.432,4.4401913,bnb,1,8,1,3955727,24,23,55.404
1951,110000,414,7.9129996,7.9234447,bnb,1,8,1,191594,23,18,175.49849
